DJI_0570.JPG,86.18922500000001,22.792673444444446,260.45,118.3,-1.5,0.3
DJI_0571.JPG,86.18922333333333,22.79267411111111,260.35,118.4,-1.6,1.3
DJI_0572.JPG,86.18927438888889,22.79264705555556,260.45,119.2,4.5,0.0
DJI_0573.JPG,86.18928108333334,22.792641833333334,278.35,116.6,1.0,-1.0
DJI_0574.JPG,86.18928461111112,22.792642361111113,298.35,118.0,0.1,-2.5
DJI_0575.JPG,86.18928422222223,22.79264088888889,298.35,118.1,0.7,-3.6
DJI_0576.JPG,86.18928411111112,22.792640972222223,298.55,164.0,2.0,-2.8
DJI_0577.JPG,86.18928444444445,22.792642194444447,298.25,165.4,2.1,-2.6
DJI_0578.JPG,86.18947772222222,22.792461916666667,298.15,124.1,-1.0,-1.0
DJI_0579.JPG,86.1895415,22.792411444444447,297.95,-147.7,4.1,6.7
DJI_0580.JPG,86.18954283333333,22.792411583333337,316.05,-147.7,4.2,2.0
DJI_0581.JPG,86.18945858333333,22.79229261111111,316.45,-147.8,15.3,1.3
